"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Minnesota"	"27"	"2013"	"2013"	523	5420380	9.648770012	8.821823954	10.475716071	0.421911254	9.601809321	8.762979178	10.440639465	0.427974563
	"Minnesota"	"27"	"2014"	"2014"	517	5457173	9.473769661	8.657124071	10.290415251	0.416655913	9.598021189	8.752480091	10.443562288	0.431398520
	"Minnesota"	"27"	"2015"	"2015"	581	5489594	10.583660650	9.723055557	11.444265742	0.439084231	10.647017429	9.762054504	11.531980354	0.451511697
	"Minnesota"	"27"	"2016"	"2016"	672	5519952	12.174018905	11.253557874	13.094479935	0.469622975	12.467731972	11.505177505	13.430286439	0.491099218
	"Minnesota"	"27"	"2017"	"2017"	733	5576606	13.144195591	12.192631386	14.095759797	0.485491942	13.341266196	12.356975129	14.325557263	0.502189320
	"Minnesota"	"27"	"2018"	"2018"	636	5611179	11.334516329	10.453608426	12.215424231	0.449442807	11.467281102	10.558072595	12.376489610	0.463881892
	"Minnesota"	"27"	"2019"	"2019"	792	5639632	14.043469503	13.065404102	15.021534904	0.499012960	14.243447042	13.229929788	15.256964296	0.517100640
	"Minnesota"	"27"	"2020 "	"2020"	1050	5657342	18.559952713	17.437318464	19.682586961	0.572772576	19.042848008	17.869321267	20.216374748	0.598738133
"Total"	"Minnesota"	"27"			9779	116354336	8.404499855	8.237920674	8.571079036	0.084989378	8.378659826	8.211225118	8.546094534	0.085425871
	"Mississippi"	"28"	"1999"	"1999"	87	2828408	3.075935296	2.463701135	3.794166188	0.329774879	3.201247359	2.564071085	3.948738618	0.343918021
	"Mississippi"	"28"	"2000"	"2000"	114	2844658	4.007511624	3.271849432	4.743173815	0.375337853	4.170154892	3.403238376	4.937071408	0.391283937
	"Mississippi"	"28"	"2001"	"2001"	169	2852994	5.923601662	5.030504796	6.816698528	0.455661666	6.157203779	5.226880279	7.087527279	0.474654847
	"Mississippi"	"28"	"2002"	"2002"	183	2858681	6.401553724	5.474049446	7.329058001	0.473216468	6.633770867	5.669694034	7.597847700	0.491875935
	"Mississippi"	"28"	"2003"	"2003"	207	2868312	7.216788132	6.233649291	8.199926973	0.501601450	7.483473702	6.460198632	8.506748772	0.522079118
	"Mississippi"	"28"	"2004"	"2004"	224	2889010	7.753521102	6.738135420	8.768906785	0.518053920	8.173604843	7.098488276	9.248721409	0.548528860
	"Mississippi"	"28"	"2005"	"2005"	248	2905943	8.534234842	7.472062912	9.596406773	0.541924454	8.810370379	7.707234400	9.913506357	0.562824479
	"Mississippi"	"28"	"2006"	"2006"	339	2904978	11.669623660	10.427362026	12.911885294	0.633806956	12.082010023	10.786472892	13.377547153	0.660988332
	"Mississippi"	"28"	"2007"	"2007"	314	2928350	10.722761965	9.536725853	11.908798077	0.605120465	10.950185144	9.727274789	12.173095499	0.623933855
	"Mississippi"	"28"	"2008"	"2008"	303	2947806	10.278831103	9.121444404	11.436217803	0.590503418	10.509392685	9.314571693	11.704213676	0.609602547
	"Mississippi"	"28"	"2009"	"2009"	323	2958774	10.916683734	9.726139493	12.107227976	0.607420531	11.167763568	9.935764546	12.399762589	0.628570929
	"Mississippi"	"28"	"2010"	"2010"	334	2967297	11.256035375	10.048865783	12.463204967	0.615902853	11.386349633	10.147280271	12.625418994	0.632178246
	"Mississippi"	"28"	"2011"	"2011"	302	2978512	10.139291029	8.995727783	11.282854274	0.583450636	10.704523826	9.474869559	11.934178094	0.627374626
	"Mississippi"	"28"	"2012"	"2012"	310	2984926	10.385517095	9.229395936	11.541638253	0.589857734	10.659334128	9.453964859	11.864703397	0.614984321
	"Mississippi"	"28"	"2013"	"2013"	316	2991207	10.564297289	9.399492509	11.729102069	0.594288153	10.833611668	9.620399611	12.046823724	0.618985743
	"Mississippi"	"28"	"2014"	"2014"	336	2994079	11.222148781	10.022200702	12.422096860	0.612218408	11.648146543	10.380722323	12.915570762	0.646645010
	"Mississippi"	"28"	"2015"	"2015"	351	2992333	11.729977914	10.502822105	12.957133723	0.626099903	12.344830012	11.031309521	13.658350504	0.670163516
	"Mississippi"	"28"	"2016"	"2016"	352	2988726	11.777593530	10.547207755	13.007979305	0.627747844	12.132454128	10.837710705	13.427197551	0.660583379
	"Mississippi"	"28"	"2017"	"2017"	354	2984100	11.862873228	10.627084215	13.098662241	0.630504598	12.182262339	10.884317295	13.480207383	0.662216859
	"Mississippi"	"28"	"2018"	"2018"	310	2986530	10.379939261	9.224439030	11.535439492	0.589540934	10.846655816	9.610645063	12.082666569	0.630617731
	"Mississippi"	"28"	"2019"	"2019"	394	2976149	13.238584493	11.931362000	14.545806986	0.666950251	13.633265034	12.250573192	15.015956875	0.705455021
	"Mississippi"	"28"	"2020 "	"2020"	586	2966786	19.752014470	18.152756003	21.351272935	0.815948197	21.106058136	19.362426815	22.849689458	0.889607817
"Total"	"Mississippi"	"28"			6456	64598559	9.994030981	9.750241478	10.237820484	0.124382400	10.375934750	10.120216512	10.631652987	0.130468489
	"Missouri"	"29"	"1999"	"1999"	276	5561948	4.962290190	4.376848443	5.547731938	0.298694769	5.012148301	4.420587645	5.603708957	0.301816661
	"Missouri"	"29"	"2000"	"2000"	303	5595211	5.415345373	4.805582585	6.025108161	0.311103463	5.486900480	4.868895787	6.104905172	0.315308517
	"Missouri"	"29"	"2001"	"2001"	351	5641142	6.222144381	5.571201926	6.873086836	0.332113498	6.257634947	5.602414952	6.912854942	0.334295916
	"Missouri"	"29"	"2002"	"2002"	416	5674825	7.330622530	6.626172384	8.035072676	0.359413340	7.465034484	6.746633127	8.183435841	0.366531305
	"Missouri"	"29"	"2003"	"2003"	522	5709403	9.142812304	8.358479059	9.927145550	0.400170023	9.293576146	8.494142101	10.093010191	0.407874513
	"Missouri"	"29"	"2004"	"2004"	548	5747741	9.534180472	8.735911662	10.332449281	0.407280005	9.755603423	8.935604546	10.575602299	0.418366774
	"Missouri"	"29"	"2005"	"2005"	608	5790300	10.500319500	9.665664892	11.334974108	0.425844188	10.671371672	9.817701178	11.525042167	0.435546171
	"Missouri"	"29"	"2006"	"2006"	743	5842704	12.716714727	11.802313935	13.631115518	0.466531016	12.950171130	12.012486291	13.887855969	0.478410632
	"Missouri"	"29"	"2007"	"2007"	714	5887612	12.127157836	11.237616784	13.016698888	0.453847475	12.252445256	11.345046665	13.159843847	0.462958465
	"Missouri"	"29"	"2008"	"2008"	765	5923916	12.913755023	11.998635338	13.828874707	0.466897798	13.146763662	12.204341523	14.089185800	0.480827622
	"Missouri"	"29"	"2009"	"2009"	863	5961088	14.477222950	13.511314565	15.443131335	0.492810400	14.648861088	13.658297383	15.639424793	0.505389645
	"Missouri"	"29"	"2010"	"2010"	998	5988927	16.664086906	15.630201696	17.697972116	0.527492454	17.035086689	15.960551755	18.109621622	0.548232109
	"Missouri"	"29"	"2011"	"2011"	963	6010688	16.021460439	15.009543118	17.033377759	0.516284347	16.406305531	15.351699924	17.460911138	0.538064085
	"Missouri"	"29"	"2012"	"2012"	942	6021988	15.642674811	14.643729674	16.641619948	0.509665886	16.165569657	15.113942695	17.217196619	0.536544368
	"Missouri"	"29"	"2013"	"2013"	1025	6044171	16.958487773	15.920287207	17.996688339	0.529694166	17.492884722	16.398713097	18.587056347	0.558250829
	"Missouri"	"29"	"2014"	"2014"	1067	6063589	17.596839100	16.540973782	18.652704417	0.538706795	18.214614656	17.100222500	19.329006812	0.568567426
	"Missouri"	"29"	"2015"	"2015"	1066	6083672	17.522312182	16.470425679	18.574198686	0.536676787	17.894081867	16.795638612	18.992525121	0.560430232
	"Missouri"	"29"	"2016"	"2016"	1371	6093000	22.501230921	21.310143548	23.692318294	0.607697639	23.643619601	22.363937625	24.923301577	0.652898967
	"Missouri"	"29"	"2017"	"2017"	1367	6113532	22.360233004	21.174878815	23.545587194	0.604772546	23.365019230	22.096736923	24.633301538	0.647082810
	"Missouri"	"29"	"2018"	"2018"	1610	6126452	26.279484439	24.995794983	27.563173896	0.654943600	27.480770423	26.105737101	28.855803745	0.701547613
	"Missouri"	"29"	"2019"	"2019"	1583	6137428	25.792563269	24.521959561	27.063166977	0.648267198	26.870819676	25.514277780	28.227361573	0.692113213
	"Missouri"	"29"	"2020 "	"2020"	1875	6151548	30.480132806	29.100472116	31.859793495	0.703908515	32.103465525	30.617490725	33.589440324	0.758150408
"Total"	"Missouri"	"29"			19976	130170885	15.345981553	15.133169374	15.558793732	0.108577642	15.749819453	15.529114608	15.970524298	0.112604513
	"Montana"	"30"	"1999"	"1999"	41	897507	4.568209496	3.278238498	6.197278684	0.713434462	4.582810550	3.288716507	6.217086620	0.719528020
	"Montana"	"30"	"2000"	"2000"	41	902195	4.544472093	3.261204064	6.165076286	0.709727303	4.539611749	3.257716183	6.158482695	0.711477644
	"Montana"	"30"	"2001"	"2001"	56	906961	6.174466157	4.664129990	8.018038262	0.825097747	6.232212757	4.694975158	8.112097413	0.838836414
	"Montana"	"30"	"2002"	"2002"	78	911667	8.555755555	6.762982536	10.678010721	0.968748553	8.663284600	6.836890941	10.827632992	0.990243004
	"Montana"	"30"	"2003"	"2003"	93	919630	10.112762741	8.162314192	12.388842252	1.048644646	10.553624949	8.497145591	12.957529640	1.107982230
	"Montana"	"30"	"2004"	"2004"	98	930009	10.537532433	8.554895705	12.841880025	1.064451520	10.915274038	8.831111613	13.343376748	1.118631869
	"Montana"	"30"	"2005"	"2005"	96	940102	10.211657884	8.271442886	12.470170258	1.042222968	10.120549970	8.158580153	12.411943688	1.053699568
	"Montana"	"30"	"2006"	"2006"	97	952692	10.181674665	8.256625436	12.420828557	1.033792433	10.245398795	8.269368729	12.551330702	1.061165776
	"Montana"	"30"	"2007"	"2007"	125	964706	12.957315493	10.685797934	15.228833052	1.158937530	12.758364780	10.470715005	15.046014556	1.167168253
	"Montana"	"30"	"2008"	"2008"	134	976415	13.723672823	11.400005087	16.047340560	1.185544764	14.072319032	11.626809989	16.517828075	1.247708695
	"Montana"	"30"	"2009"	"2009"	142	983982	14.431158293	12.057527926	16.804788661	1.211035902	14.640424810	12.166534905	17.114314714	1.262188727
	"Montana"	"30"	"2010"	"2010"	118	989415	11.926239242	9.774356588	14.078121897	1.097899313	12.880787329	10.483617415	15.277957242	1.223045874
	"Montana"	"30"	"2011"	"2011"	141	998199	14.125439917	11.793869710	16.457010124	1.189576636	14.389917702	11.920118467	16.859716938	1.260101651
	"Montana"	"30"	"2012"	"2012"	118	1005141	11.739646477	9.621431246	13.857861709	1.080722057	11.914519456	9.705217797	14.123821116	1.127194724
	"Montana"	"30"	"2013"	"2013"	137	1015165	13.495343122	11.235492573	15.755193671	1.152984974	14.455715855	11.965223162	16.946208548	1.270659537
	"Montana"	"30"	"2014"	"2014"	125	1023579	12.212052025	10.071184913	14.352919138	1.092279139	12.382632785	10.117704986	14.647560584	1.155575408
	"Montana"	"30"	"2015"	"2015"	138	1032949	13.359807696	11.130773480	15.588841912	1.137262355	13.833163625	11.441743475	16.224583775	1.220112321
	"Montana"	"30"	"2016"	"2016"	119	1042520	11.414649119	9.363745948	13.465552291	1.046379169	11.666200829	9.487883305	13.844518354	1.111386492
	"Montana"	"30"	"2017"	"2017"	119	1050493	11.328014561	9.292677272	13.363351850	1.038437392	11.668196067	9.491611716	13.844780417	1.110502220
	"Montana"	"30"	"2018"	"2018"	125	1062305	11.766865448	9.704042984	13.829687913	1.052460441	12.166879327	9.960130842	14.373627811	1.125892084
	"Montana"	"30"	"2019"	"2019"	143	1068778	13.379766425	11.186776762	15.572756087	1.118872277	14.114280020	11.722978463	16.505581576	1.220051814
	"Montana"	"30"	"2020 "	"2020"	162	1080577	14.991990390	12.683341655	17.300639125	1.177882008	15.573698651	13.092209650	18.055187652	1.266065817
"Total"	"Montana"	"30"			2446	21654987	11.295319642	10.847682236	11.742957048	0.228386432	11.583396025	11.115057969	12.051734081	0.238947988
	"Nebraska"	"31"	"1999"	"1999"	39	1704764	2.287706685	1.626788224	3.127363670	0.366326248	2.338581848	1.662965552	3.196911544	0.375047362
	"Nebraska"	"31"	"2000"	"2000"	46	1711263	2.688073078	1.968018943	3.585513156	0.396334753	2.751453862	2.014421916	3.670054249	0.405931113
	"Nebraska"	"31"	"2001"	"2001"	66	1719836	3.837575211	2.967980668	4.882355062	0.472372854	3.947214065	3.052775358	5.021843094	0.486643959
	"Nebraska"	"31"	"2002"	"2002"	66	1728292	3.818799138	2.953459253	4.858467203	0.470061680	3.942648104	3.049244044	5.016034051	0.486448965
	"Nebraska"	"31"	"2003"	"2003"	55	1738643	3.163386618	2.383105675	4.117590558	0.426550965	3.219774155	2.425584662	4.190986831	0.436107596
	"Nebraska"	"31"	"2004"	"2004"	59	1749370	3.372642723	2.567424273	4.350473027	0.439080683	3.556550774	2.700631265	4.597659883	0.465084632
	"Nebraska"	"31"	"2005"	"2005"	86	1761497	4.882210983	3.905134099	6.029481742	0.526462350	5.022983596	4.012158377	6.211019676	0.545813004
	"Nebraska"	"31"	"2006"	"2006"	91	1772693	5.133432580	4.133131907	6.302725853	0.538129953	5.375967501	4.317331980	6.615611847	0.568577699
	"Nebraska"	"31"	"2007"	"2007"	80	1783440	4.485713004	3.556901269	5.582873548	0.501517960	4.770653370	3.771010663	5.954013938	0.539511447
	"Nebraska"	"31"	"2008"	"2008"	94	1796378	5.232751681	4.228586634	6.403579870	0.539717126	5.460759892	4.396676219	6.704611780	0.571950754
	"Nebraska"	"31"	"2009"	"2009"	106	1812683	5.847685447	4.734449704	6.960921191	0.567977420	5.908559856	4.764811727	7.052307984	0.583544964
	"Nebraska"	"31"	"2010"	"2010"	117	1826341	6.406251626	5.245425608	7.567077643	0.592258172	6.674022886	5.442239280	7.905806492	0.628461024
	"Nebraska"	"31"	"2011"	"2011"	129	1842641	7.000821104	5.792700764	8.208941444	0.616387929	7.125040712	5.870948534	8.379132890	0.639842948
	"Nebraska"	"31"	"2012"	"2012"	146	1855525	7.868393042	6.592055073	9.144731012	0.651192842	7.909910010	6.598759414	9.221060606	0.668954386
	"Nebraska"	"31"	"2013"	"2013"	117	1868516	6.261653633	5.127029070	7.396278196	0.578890083	6.470966804	5.270901187	7.671032421	0.612278376
	"Nebraska"	"31"	"2014"	"2014"	125	1881503	6.643624804	5.478946025	7.808303584	0.594223867	7.185342968	5.902157625	8.468528311	0.654686400
	"Nebraska"	"31"	"2015"	"2015"	126	1896190	6.644903728	5.484632582	7.805174874	0.591975074	6.945476920	5.705222006	8.185731834	0.632783119
	"Nebraska"	"31"	"2016"	"2016"	120	1907116	6.292223441	5.166401821	7.418045061	0.574398786	6.443551185	5.262934016	7.624168355	0.602355699
	"Nebraska"	"31"	"2017"	"2017"	152	1920076	7.916353311	6.657835268	9.174871354	0.642101042	8.122104125	6.801961162	9.442247087	0.673542328
	"Nebraska"	"31"	"2018"	"2018"	138	1929268	7.152972008	5.959525237	8.346418779	0.608901414	7.394492204	6.127410014	8.661574394	0.646470505
	"Nebraska"	"31"	"2019"	"2019"	161	1934408	8.322959789	7.037315190	9.608604388	0.655941122	8.697294216	7.323171802	10.071416631	0.701082865
	"Nebraska"	"31"	"2020 "	"2020"	214	1937552	11.044864860	9.565042480	12.524687241	0.755011418	11.296095080	9.748154824	12.844035335	0.789765437
"Total"	"Nebraska"	"31"			2333	40077995	5.821149486	5.584934496	6.057364476	0.120517852	6.021381100	5.774422925	6.268339275	0.125999069
	"Nevada"	"32"	"1999"	"1999"	227	1934718	11.732976072	10.206635924	13.259316220	0.778744973	11.542522172	10.033768934	13.051275410	0.769772060
	"Nevada"	"32"	"2000"	"2000"	273	1998257	13.661906351	12.041268224	15.282544478	0.826856187	13.683120181	12.049145293	15.317095069	0.833660657
	"Nevada"	"32"	"2001"	"2001"	261	2098399	12.438053964	10.929057388	13.947050540	0.769896212	12.268854174	10.773190931	13.764517418	0.763093492
	"Nevada"	"32"	"2002"	"2002"	323	2173791	14.858834175	13.238369582	16.479298768	0.826767650	14.750008148	13.134836995	16.365179300	0.824066915
	"Nevada"	"32"	"2003"	"2003"	342	2248850	15.207772862	13.595982198	16.819563525	0.822342175	15.191613110	13.573350830	16.809875390	0.825644020
	"Nevada"	"32"	"2004"	"2004"	380	2346222	16.196250824	14.567784556	17.824717091	0.830850136	16.031043445	14.413443783	17.648643108	0.825305950
	"Nevada"	"32"	"2005"	"2005"	457	2432143	18.790013581	17.067252447	20.512774714	0.878959762	18.661788877	16.941646442	20.381931313	0.877623692
	"Nevada"	"32"	"2006"	"2006"	461	2522658	18.274375678	16.606175523	19.942575834	0.851122528	17.971022254	16.321533084	19.620511423	0.841576107
	"Nevada"	"32"	"2007"	"2007"	499	2601072	19.184397817	17.501127093	20.867668542	0.858811594	18.850434392	17.185949620	20.514919163	0.849226924
	"Nevada"	"32"	"2008"	"2008"	519	2653630	19.558114733	17.875443067	21.240786400	0.858505952	19.184563028	17.523061210	20.846064846	0.847705009
	"Nevada"	"32"	"2009"	"2009"	550	2684665	20.486727394	18.774555692	22.198899097	0.873556991	20.062926005	18.371882257	21.753969753	0.862777423
	"Nevada"	"32"	"2010"	"2010"	578	2700551	21.403039602	19.658151396	23.147927808	0.890249085	20.734272866	19.026546679	22.441999053	0.871288871
	"Nevada"	"32"	"2011"	"2011"	639	2723322	23.463989936	21.644676587	25.283303284	0.928221096	22.839006177	21.048613286	24.629399068	0.913465761
	"Nevada"	"32"	"2012"	"2012"	602	2758931	21.820045518	20.076980937	23.563110098	0.889318663	20.962020132	19.266610273	22.657429991	0.865005030
	"Nevada"	"32"	"2013"	"2013"	614	2790136	22.006095760	20.265432013	23.746759507	0.888093748	21.118794284	19.425609849	22.811978718	0.863869610
	"Nevada"	"32"	"2014"	"2014"	545	2839099	19.196230917	17.584569586	20.807892247	0.822276189	18.409600571	16.840137521	19.979063621	0.800746454
	"Nevada"	"32"	"2015"	"2015"	619	2890845	21.412424395	19.725573914	23.099274876	0.860638001	20.366168104	18.733259414	21.999076794	0.833116679
	"Nevada"	"32"	"2016"	"2016"	665	2940058	22.618601402	20.899462389	24.337740415	0.877111741	21.670371636	19.991508709	23.349234564	0.856562718
	"Nevada"	"32"	"2017"	"2017"	676	2998039	22.548072257	20.848294502	24.247850011	0.867233548	21.575646076	19.914554327	23.236737826	0.847495791
	"Nevada"	"32"	"2018"	"2018"	688	3034392	22.673405414	20.979151078	24.367659750	0.864415478	21.179386255	19.560476727	22.798295784	0.825974249
	"Nevada"	"32"	"2019"	"2019"	647	3080156	21.005429595	19.386844641	22.624014549	0.825808650	20.095571916	18.512511046	21.678632786	0.807684117
	"Nevada"	"32"	"2020 "	"2020"	832	3138259	26.511514824	24.710036871	28.312992777	0.919121405	25.965448556	24.164700101	27.766197011	0.918749212
"Total"	"Nevada"	"32"			11397	57588193	19.790515045	19.427171128	20.153858962	0.185379550	19.315383750	18.957449151	19.673318350	0.182619694
	"New Hampshire"	"33"	"1999"	"1999"	54	1222014	4.418934644	3.319636273	5.765737545	0.601340838	4.275276214	3.211715750	5.578294899	0.583227795
	"New Hampshire"	"33"	"2000"	"2000"	45	1235786	3.641407169	2.656078803	4.872494105	0.542828931	3.425910106	2.498893091	4.584141795	0.512007244
	"New Hampshire"	"33"	"2001"	"2001"	79	1255517	6.292228620	4.981620321	7.842004529	0.707931029	6.078367110	4.804706065	7.586106071	0.686361758
	"New Hampshire"	"33"	"2002"	"2002"	111	1269089	8.746431495	7.119289399	10.373573591	0.830174539	8.665455821	7.046408147	10.284503494	0.826044731
	"New Hampshire"	"33"	"2003"	"2003"	127	1279840	9.923115389	8.197268547	11.648962232	0.880534103	9.529911831	7.862861220	11.196962441	0.850536026
	"New Hampshire"	"33"	"2004"	"2004"	124	1290121	9.611501557	7.919750450	11.303252664	0.863138320	9.554632970	7.861406573	11.247859366	0.863891019
	"New Hampshire"	"33"	"2005"	"2005"	142	1298492	10.935762408	9.137053169	12.734471646	0.917708795	10.650793635	8.884075817	12.417511453	0.901386642
	"New Hampshire"	"33"	"2006"	"2006"	149	1308389	11.388050496	9.559477418	13.216623573	0.932945448	11.234479565	9.411295081	13.057664049	0.930196165
	"New Hampshire"	"33"	"2007"	"2007"	186	1312540	14.170996693	12.134423627	16.207569760	1.039067891	13.811345998	11.794837515	15.827854481	1.028830859
	"New Hampshire"	"33"	"2008"	"2008"	126	1315906	9.575152024	7.903228237	11.247075812	0.853022341	9.366620205	7.699558580	11.033681829	0.850541645
	"New Hampshire"	"33"	"2009"	"2009"	168	1316102	12.764968065	10.834684277	14.695251853	0.984838667	12.477780242	10.545216348	14.410344136	0.986001987
	"New Hampshire"	"33"	"2010"	"2010"	160	1316470	12.153714099	10.270476588	14.036951610	0.960835465	11.813699457	9.933346401	13.694052512	0.959363804
	"New Hampshire"	"33"	"2011"	"2011"	210	1318194	15.930887259	13.776189360	18.085585158	1.099335663	15.349617694	13.206182954	17.493052435	1.093589153
	"New Hampshire"	"33"	"2012"	"2012"	173	1320718	13.098935579	11.146984063	15.050887095	0.995893630	13.393296909	11.347656388	15.438937431	1.043694144
	"New Hampshire"	"33"	"2013"	"2013"	203	1323459	15.338593791	13.228539651	17.448647931	1.076558235	15.086427490	12.943609746	17.229245232	1.093274359
	"New Hampshire"	"33"	"2014"	"2014"	334	1326813	25.173102766	22.473377402	27.872828130	1.377410900	26.212528576	23.321224641	29.103832512	1.475155069
	"New Hampshire"	"33"	"2015"	"2015"	422	1330608	31.714825103	28.688872183	34.740778022	1.543853530	34.319552872	30.957126292	37.681979452	1.715523765
	"New Hampshire"	"33"	"2016"	"2016"	481	1334795	36.035496087	32.815064792	39.255927383	1.643077192	38.990237188	35.409494691	42.570979685	1.826909437
	"New Hampshire"	"33"	"2017"	"2017"	467	1342795	34.778205162	31.623892086	37.932518237	1.609343406	36.955949791	33.502542589	40.409356993	1.761942450
	"New Hampshire"	"33"	"2018"	"2018"	452	1356458	33.322078531	30.250094615	36.394062447	1.567338733	35.794933822	32.395374045	39.194493598	1.734469274
	"New Hampshire"	"33"	"2019"	"2019"	407	1359711	29.932831315	27.024749203	32.840913427	1.483715363	32.026221404	28.820351967	35.232090840	1.635647671
	"New Hampshire"	"33"	"2020 "	"2020"	393	1366275	28.764341000	25.920441632	31.608240369	1.450969066	30.280835081	27.181706266	33.379963896	1.581188171
"Total"	"New Hampshire"	"33"			5013	28800092	17.406194397	16.924345301	17.888043493	0.245841375	17.550918121	17.058121877	18.043714366	0.251426655
	"New Jersey"	"34"	"1999"	"1999"	557	8359592	6.663004606	6.109656297	7.216352915	0.282320566	6.502656082	5.961149536	7.044162628	0.276278850
	"New Jersey"	"34"	"2000"	"2000"	643	8414350	7.641707321	7.051042665	8.232371978	0.301359519	7.538794156	6.954699502	8.122888811	0.298007477
	"New Jersey"	"34"	"2001"	"2001"	705	8492671	8.301275300	7.688492834	8.914057765	0.312644115	8.138184066	7.536482959	8.739885172	0.306990360
	"New Jersey"	"34"	"2002"	"2002"	813	8552643	9.505833460	8.852400556	10.159266364	0.333384135	9.330058069	8.687473923	9.972642215	0.327849054
	"New Jersey"	"34"	"2003"	"2003"	721	8601402	8.382354411	7.770491036	8.994217787	0.312175192	8.288118708	7.682055610	8.894181807	0.309215867
	"New Jersey"	"34"	"2004"	"2004"	590	8634561	6.833005175	6.281636848	7.384373503	0.281310371	6.774828850	6.226715985	7.322941716	0.279649421
	"New Jersey"	"34"	"2005"	"2005"	823	8651974	9.512280088	8.862388698	10.162171478	0.331577240	9.413211404	8.767862145	10.058560662	0.329259826
	"New Jersey"	"34"	"2006"	"2006"	847	8661679	9.778704568	9.120144048	10.437265088	0.336000265	9.664435831	9.009951414	10.318920247	0.333920621
	"New Jersey"	"34"	"2007"	"2007"	727	8677885	8.377617357	7.768628444	8.986606270	0.310708629	8.371513993	7.759618864	8.983409122	0.312191392
	"New Jersey"	"34"	"2008"	"2008"	702	8711090	8.058692999	7.462547696	8.654838303	0.304155767	7.967317636	7.373718895	8.560916377	0.302856501
	"New Jersey"	"34"	"2009"	"2009"	263	8755602	3.003791173	2.640756644	3.366825702	0.185221699	2.996698599	2.631870688	3.361526510	0.186136689
	"New Jersey"	"34"	"2010"	"2010"	868	8791894	9.872730495	9.215929971	10.529531019	0.335102308	9.767171748	9.110480451	10.423863044	0.335046580
	"New Jersey"	"34"	"2011"	"2011"	1012	8821155	11.472420562	10.765580959	12.179260165	0.360632450	11.306048825	10.600017862	12.012079789	0.360219879
	"New Jersey"	"34"	"2012"	"2012"	1222	8864590	13.785183522	13.012266236	14.558100809	0.394345554	13.739851803	12.959341117	14.520362489	0.398219738
	"New Jersey"	"34"	"2013"	"2013"	1294	8899339	14.540405754	13.748149896	15.332661612	0.404212172	14.494297093	13.693559380	15.295034806	0.408539649
	"New Jersey"	"34"	"2014"	"2014"	1253	8938175	14.018521678	13.242305387	14.794737969	0.396028720	14.017234456	13.229417748	14.805051163	0.401947300
	"New Jersey"	"34"	"2015"	"2015"	1454	8958013	16.231278075	15.396969732	17.065586417	0.425667522	16.335071330	15.481749208	17.188393452	0.435368429
	"New Jersey"	"34"	"2016"	"2016"	2056	8944469	22.986272299	21.992668912	23.979875686	0.506940504	23.207717158	22.187625467	24.227808849	0.520454944
	"New Jersey"	"34"	"2017"	"2017"	2685	9005644	29.814636244	28.686884671	30.942387816	0.575383455	30.001397792	28.844856108	31.157939475	0.590072288
	"New Jersey"	"34"	"2018"	"2018"	2900	8908520	32.553106464	31.368294282	33.737918647	0.604496011	33.113304982	31.884046400	34.342563564	0.627172746
	"New Jersey"	"34"	"2019"	"2019"	2805	8882190	31.580049515	30.411351126	32.748747903	0.596274688	31.718869019	30.519424454	32.918313584	0.611961513
	"New Jersey"	"34"	"2020 "	"2020"	2840	8882371	31.973444928	30.797501762	33.149388094	0.599971003	32.088351070	30.880540051	33.296162089	0.616230112
"Total"	"New Jersey"	"34"			27780	192409809	14.437933359	14.268150054	14.607716664	0.086624135	14.330038483	14.160250883	14.499826083	0.086626326
	"New Mexico"	"35"	"1999"	"1999"	266	1808082	14.711722145	12.943736368	16.479707923	0.902033560	15.010220964	13.198877649	16.821564278	0.924154752
	"New Mexico"	"35"	"2000"	"2000"	271	1819046	14.897919019	13.124150123	16.671687916	0.904984131	15.132650293	13.322534864	16.942765722	0.923528280
	"New Mexico"	"35"	"2001"	"2001"	258	1831690	14.085352871	12.366597968	15.804107773	0.876915767	14.356321733	12.598154490	16.114488977	0.897024104
	"New Mexico"	"35"	"2002"	"2002"	287	1855309	15.469121316	13.679419131	17.258823502	0.913113360	16.103125726	14.235009567	17.971241885	0.953120489
	"New Mexico"	"35"	"2003"	"2003"	358	1877574	19.067157939	17.092005943	21.042309935	1.007730610	19.737194601	17.680689660	21.793699542	1.049237215
	"New Mexico"	"35"	"2004"	"2004"	314	1903808	16.493259825	14.668953566	18.317566083	0.930768499	16.942035349	15.055946188	18.828124510	0.962290388
	"New Mexico"	"35"	"2005"	"2005"	373	1932274	19.303680534	17.344647420	21.262713648	0.999506691	20.084384974	18.030186406	22.138583542	1.048060494
	"New Mexico"	"35"	"2006"	"2006"	418	1962137	21.303303490	19.261025368	23.345581612	1.041978634	21.755990583	19.647200434	23.864780732	1.075913341
	"New Mexico"	"35"	"2007"	"2007"	462	1990070	23.215263785	21.098323018	25.332204551	1.080071820	23.388397548	21.228874856	25.547920241	1.101797292
	"New Mexico"	"35"	"2008"	"2008"	518	2010662	25.762659264	23.544044590	27.981273937	1.131946262	26.685223545	24.353288819	29.017158271	1.189762615
