"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Alabama"	"01"	"1999"	"1999"	169	4430141	3.814777001	3.239626007	4.389927996	0.293444385	3.852112492	3.270834731	4.433390253	0.296570286
	"Alabama"	"01"	"2000"	"2000"	197	4447100	4.429853163	3.811249782	5.048456543	0.315613970	4.485685711	3.858770182	5.112601241	0.319854862
	"Alabama"	"01"	"2001"	"2001"	216	4467634	4.834773842	4.190003045	5.479544640	0.328964693	4.891489312	4.238237476	5.544741149	0.333291753
	"Alabama"	"01"	"2002"	"2002"	211	4480089	4.709727865	4.074235031	5.345220698	0.324231037	4.761937050	4.117714755	5.406159345	0.328684844
	"Alabama"	"01"	"2003"	"2003"	197	4503491	4.374384228	3.763526763	4.985241692	0.311661972	4.433317553	3.811970670	5.054664437	0.317013716
	"Alabama"	"01"	"2004"	"2004"	283	4530729	6.246235429	5.518487124	6.973983735	0.371300156	6.354192454	5.610492817	7.097892091	0.379438590
	"Alabama"	"01"	"2005"	"2005"	283	4569805	6.192824420	5.471299026	6.914349814	0.368125201	6.333006370	5.591490046	7.074522693	0.378324655
	"Alabama"	"01"	"2006"	"2006"	398	4628981	8.598004615	7.753285719	9.442723511	0.430979029	8.749794091	7.884228649	9.615359533	0.441615021
	"Alabama"	"01"	"2007"	"2007"	511	4672840	10.935533851	9.987365160	11.883702542	0.483759536	11.088492041	10.117986559	12.058997523	0.495155858
	"Alabama"	"01"	"2008"	"2008"	607	4718206	12.865059304	11.841593072	13.888525537	0.522176649	12.981088280	11.936572768	14.025603793	0.532916078
	"Alabama"	"01"	"2009"	"2009"	630	4757938	13.241030043	12.207060925	14.274999161	0.527535264	13.607679813	12.532517195	14.682842431	0.548552356
	"Alabama"	"01"	"2010"	"2010"	547	4779736	11.444146706	10.485086603	12.403206809	0.489316379	11.768822316	10.770016844	12.767627788	0.509594629
	"Alabama"	"01"	"2011"	"2011"	552	4802740	11.493439162	10.534620377	12.452257946	0.489193257	11.763166882	10.767435362	12.758898402	0.508026286
	"Alabama"	"01"	"2012"	"2012"	562	4822023	11.654859382	10.691263464	12.618455300	0.491630570	12.070622184	11.056872213	13.084372155	0.517219373
	"Alabama"	"01"	"2013"	"2013"	598	4833722	12.371418960	11.379845272	13.362992648	0.505904943	12.717602346	11.680122113	13.755082579	0.529326649
	"Alabama"	"01"	"2014"	"2014"	723	4849377	14.909131627	13.822357547	15.995905706	0.554476571	15.153214361	14.026519511	16.279909211	0.574844311
	"Alabama"	"01"	"2015"	"2015"	736	4858979	15.147215084	14.052880923	16.241549245	0.558333756	15.663947845	14.510312509	16.817583181	0.588589457
	"Alabama"	"01"	"2016"	"2016"	756	4863300	15.545000308	14.436882566	16.653118051	0.565366195	16.207536002	15.026804418	17.388267587	0.602414074
	"Alabama"	"01"	"2017"	"2017"	835	4874747	17.129094084	15.967251666	18.290936503	0.592776744	17.980344761	16.734250242	19.226439281	0.635762510
	"Alabama"	"01"	"2018"	"2018"	775	4887871	15.855573930	14.739257833	16.971890026	0.569549029	16.609244971	15.410620868	17.807869073	0.611542910
	"Alabama"	"01"	"2019"	"2019"	768	4903185	15.663288250	14.555495799	16.771080702	0.565200231	16.334751540	15.150325099	17.519177982	0.604299205
	"Alabama"	"01"	"2020 "	"2020"	1029	4921532	20.908123731	19.630616269	22.185631192	0.651789521	22.337306663	20.940106634	23.734506691	0.712857157
"Total"	"Alabama"	"01"			11583	103604166	11.180052354	10.976446913	11.383657796	0.103880327	11.451469116	11.240622672	11.662315560	0.107574716
	"Alaska"	"02"	"1999"	"1999"	46	624779	7.362603417	5.390382839	9.820682193	1.085556650	7.463832182	5.281855482	10.244706776	1.211698050
	"Alaska"	"02"	"2000"	"2000"	48	626932	7.656332744	5.645167259	10.151148769	1.105096443	7.107712404	5.240658510	9.423760491	1.029708405
	"Alaska"	"02"	"2001"	"2001"	62	633714	9.783593230	7.500983093	12.542077341	1.242517583	9.398279306	7.188931807	12.072465700	1.204746722
	"Alaska"	"02"	"2002"	"2002"	84	642337	13.077247613	10.430935786	16.190547952	1.426844692	12.199511949	9.716789273	15.123124988	1.335117934
	"Alaska"	"02"	"2003"	"2003"	83	648414	12.800463901	10.195441493	15.868095075	1.405033448	12.724505632	10.041925355	15.903468874	1.451040221
	"Alaska"	"02"	"2004"	"2004"	86	659286	13.044414715	10.433835998	16.109721729	1.406615414	12.716423752	10.128504354	15.763914704	1.396820605
	"Alaska"	"02"	"2005"	"2005"	79	666946	11.845036930	9.377834187	14.762469525	1.332670774	11.374383301	8.976435814	14.216045482	1.296908312
	"Alaska"	"02"	"2006"	"2006"	76	675302	11.254224036	8.867090576	14.086349515	1.290948033	11.060383161	8.669570737	13.906772768	1.298436507
	"Alaska"	"02"	"2007"	"2007"	72	680300	10.583566074	8.281005439	13.328202264	1.247285223	10.094101033	7.868856460	12.753291009	1.205523663
	"Alaska"	"02"	"2008"	"2008"	127	687455	18.473936476	15.260914790	21.686958162	1.639296779	18.134487421	14.901390396	21.367584447	1.649539299
	"Alaska"	"02"	"2009"	"2009"	131	698895	18.743874259	15.534060859	21.953687658	1.637659898	17.852794881	14.724025531	20.981564231	1.596310893
	"Alaska"	"02"	"2010"	"2010"	83	710231	11.686338670	9.308051887	14.486969732	1.282742316	11.596243848	9.180862217	14.452398707	1.304707498
	"Alaska"	"02"	"2011"	"2011"	107	722718	14.805221400	11.999922840	17.610519960	1.431274776	14.236350852	11.483036605	16.989665099	1.404752167
	"Alaska"	"02"	"2012"	"2012"	129	731449	17.636226176	14.592771237	20.679681114	1.552783132	17.425052730	14.323667394	20.526438066	1.582339457
	"Alaska"	"02"	"2013"	"2013"	105	735132	14.283149149	11.551119595	17.015178703	1.393892630	14.351896534	11.520719076	17.183073992	1.444478295
	"Alaska"	"02"	"2014"	"2014"	124	736732	16.831086474	13.868593152	19.793579796	1.511476185	16.758502704	13.720865237	19.796140171	1.549815034
	"Alaska"	"02"	"2015"	"2015"	122	738432	16.521494193	13.589754020	19.453234366	1.495785802	15.960601666	13.056818039	18.864385292	1.481522259
	"Alaska"	"02"	"2016"	"2016"	128	741894	17.253138589	14.264184822	20.242092355	1.524976412	16.833122831	13.850653753	19.815591909	1.521667897
	"Alaska"	"02"	"2017"	"2017"	147	739795	19.870369494	16.658163805	23.082575184	1.638880454	20.160169880	16.820859105	23.499480655	1.703729987
	"Alaska"	"02"	"2018"	"2018"	110	737438	14.916508235	12.128931053	17.704085418	1.422233256	14.611302285	11.814825395	17.407779174	1.426773923
	"Alaska"	"02"	"2019"	"2019"	132	731545	18.044002761	14.965766211	21.122239312	1.570528852	17.787433960	14.682829693	20.892038226	1.583981769
	"Alaska"	"02"	"2020 "	"2020"	160	731158	21.883095035	18.492274330	25.273915741	1.730010564	21.987119088	18.513281302	25.460956873	1.772366217
"Total"	"Alaska"	"02"			2241	15300884	14.646212598	14.039810805	15.252614391	0.309388670	14.390452045	13.786603782	14.994300308	0.308085849
	"Arizona"	"04"	"1999"	"1999"	511	5023823	10.171536696	9.289610604	11.053462788	0.449962292	10.554914296	9.635594362	11.474234229	0.469040782
	"Arizona"	"04"	"2000"	"2000"	522	5130632	10.174185169	9.301373674	11.046996664	0.445311987	10.589638320	9.678201991	11.501074649	0.465018535
	"Arizona"	"04"	"2001"	"2001"	552	5273477	10.467477150	9.594247338	11.340706962	0.445525414	10.900836448	9.988129220	11.813543677	0.465666953
	"Arizona"	"04"	"2002"	"2002"	624	5396255	11.563575109	10.656264681	12.470885537	0.462913483	12.005035209	11.056326758	12.953743660	0.484034924
	"Arizona"	"04"	"2003"	"2003"	674	5510364	12.231496867	11.308063142	13.154930592	0.471139656	12.740492696	11.773455554	13.707529838	0.493386297
	"Arizona"	"04"	"2004"	"2004"	744	5652404	13.162541106	12.216719253	14.108362959	0.482562170	13.681561878	12.691990124	14.671133632	0.504883548
	"Arizona"	"04"	"2005"	"2005"	794	5839077	13.598039553	12.652189875	14.543889231	0.482576366	14.134966722	13.146729533	15.123203911	0.504202647
	"Arizona"	"04"	"2006"	"2006"	876	6029141	14.529432966	13.567261033	15.491604898	0.490904047	14.916319044	13.918287785	15.914350303	0.509199622
	"Arizona"	"04"	"2007"	"2007"	943	6167681	15.289376996	14.313511384	16.265242608	0.497890618	15.711691896	14.701833980	16.721549812	0.515233631
	"Arizona"	"04"	"2008"	"2008"	828	6280362	13.183953409	12.285932264	14.081974554	0.458174053	13.545481446	12.615263513	14.475699380	0.474600986
	"Arizona"	"04"	"2009"	"2009"	1002	6343154	15.796557990	14.818454797	16.774661183	0.499032241	16.133841782	15.124797413	17.142886152	0.514818556
	"Arizona"	"04"	"2010"	"2010"	1098	6392017	17.177676467	16.161616548	18.193736387	0.518397918	17.497699091	16.450947375	18.544450808	0.534056998
	"Arizona"	"04"	"2011"	"2011"	1071	6482505	16.521391036	15.531908927	17.510873146	0.504837811	16.853185040	15.829807054	17.876563025	0.522131625
	"Arizona"	"04"	"2012"	"2012"	1134	6553255	17.304377748	16.297201371	18.311554125	0.513865499	17.679678508	16.634957510	18.724399506	0.533020917
	"Arizona"	"04"	"2013"	"2013"	1222	6626624	18.440762597	17.406813054	19.474712139	0.527525277	18.737632867	17.669142706	19.806123028	0.545148041
	"Arizona"	"04"	"2014"	"2014"	1211	6731484	17.990089555	16.976837893	19.003341218	0.516965134	18.168484865	17.125090329	19.211879402	0.532344152
	"Arizona"	"04"	"2015"	"2015"	1274	6828065	18.658287524	17.633713977	19.682861070	0.522741605	19.016050184	17.950637193	20.081463176	0.543578057
	"Arizona"	"04"	"2016"	"2016"	1382	6931071	19.939198430	18.887939385	20.990457474	0.536356655	20.269723363	19.178407363	21.361039364	0.556793878
	"Arizona"	"04"	"2017"	"2017"	1532	7016270	21.834963592	20.741563362	22.928363822	0.557857260	22.231850538	21.093439095	23.370261980	0.580822164
	"Arizona"	"04"	"2018"	"2018"	1670	7171646	23.286146583	22.169295004	24.402998163	0.569822234	23.811909191	22.644801160	24.979017221	0.595463281
	"Arizona"	"04"	"2019"	"2019"	1907	7278717	26.199672277	25.023755508	27.375589047	0.599957535	26.818101619	25.587553004	28.048650235	0.627830926
	"Arizona"	"04"	"2020 "	"2020"	2550	7421401	34.360089153	33.026444085	35.693734221	0.680431157	35.750301630	34.335643482	37.164959777	0.721764361
"Total"	"Arizona"	"04"			24121	138079425	17.468931378	17.248473940	17.689388816	0.112478285	17.959415384	17.730272634	18.188558134	0.116909566
	"Arkansas"	"05"	"1999"	"1999"	113	2651860	4.261160091	3.475481896	5.046838287	0.400856222	4.416132239	3.600299692	5.231964787	0.416241096
	"Arkansas"	"05"	"2000"	"2000"	140	2673400	5.236777138	4.369303780	6.104250496	0.442588448	5.388659666	4.494277325	6.283042008	0.456317521
	"Arkansas"	"05"	"2001"	"2001"	126	2691571	4.681280932	3.863879294	5.498682570	0.417041652	4.846015741	3.997993548	5.694037935	0.432664384
	"Arkansas"	"05"	"2002"	"2002"	176	2705927	6.504240506	5.543300379	7.465180633	0.490275575	6.827417208	5.815713608	7.839120809	0.516175306
	"Arkansas"	"05"	"2003"	"2003"	184	2724816	6.752749544	5.777023713	7.728475374	0.497819301	7.031367563	6.011453064	8.051282063	0.520364540
	"Arkansas"	"05"	"2004"	"2004"	230	2749686	8.364591448	7.283563587	9.445619309	0.551544827	8.653402386	7.528941630	9.777863141	0.573704467
	"Arkansas"	"05"	"2005"	"2005"	269	2781097	9.672442205	8.516553354	10.828331056	0.589739210	10.073544213	8.862273013	11.284815413	0.617995510
	"Arkansas"	"05"	"2006"	"2006"	285	2821761	10.100075804	8.927453164	11.272698443	0.598276857	10.453924996	9.231306339	11.676543652	0.623785029
	"Arkansas"	"05"	"2007"	"2007"	301	2848650	10.566408650	9.372694817	11.760122482	0.609037670	10.888633272	9.647486790	12.129779754	0.633238001
	"Arkansas"	"05"	"2008"	"2008"	360	2874554	12.523681935	11.229972188	13.817391682	0.660055993	13.051205542	11.689001900	14.413409184	0.695001858
	"Arkansas"	"05"	"2009"	"2009"	351	2896843	12.116638699	10.849031576	13.384245823	0.646738328	12.597458885	11.263959455	13.930958316	0.680356852
	"Arkansas"	"05"	"2010"	"2010"	350	2915918	12.003081019	10.745561350	13.260600689	0.641591668	12.514572539	11.185462044	13.843683034	0.678117599
	"Arkansas"	"05"	"2011"	"2011"	355	2937979	12.083136060	10.826175762	13.340096359	0.641306275	12.640106413	11.306139835	13.974072991	0.680595193
	"Arkansas"	"05"	"2012"	"2012"	373	2949131	12.647793537	11.364232802	13.931354271	0.654877926	13.096182503	11.745129885	14.447235121	0.689312560
	"Arkansas"	"05"	"2013"	"2013"	319	2959373	10.779310347	9.596400340	11.962220354	0.603525514	11.071252445	9.834533444	12.307971446	0.630979082
	"Arkansas"	"05"	"2014"	"2014"	356	2966369	12.001204166	10.754521570	13.247886761	0.636062549	12.550044289	11.222771867	13.877316711	0.677179807
	"Arkansas"	"05"	"2015"	"2015"	392	2978204	13.162295128	11.859294388	14.465295868	0.664796296	13.845441255	12.447445624	15.243436885	0.713263077
	"Arkansas"	"05"	"2016"	"2016"	401	2988248	13.419234280	12.105790101	14.732678460	0.670124581	13.991711066	12.592598811	15.390823320	0.713832783
	"Arkansas"	"05"	"2017"	"2017"	446	3004279	14.845492047	13.467701379	16.223282714	0.702954422	15.488022905	14.019213150	16.956832661	0.749392732
	"Arkansas"	"05"	"2018"	"2018"	444	3013825	14.732109529	13.361765772	16.102453285	0.699154978	15.736810040	14.244607214	17.229012866	0.761327973
	"Arkansas"	"05"	"2019"	"2019"	388	3017804	12.857031139	11.577706087	14.136356191	0.652716863	13.549090697	12.171964665	14.926216729	0.702615322
	"Arkansas"	"05"	"2020 "	"2020"	546	3030522	18.016698113	16.505452854	19.527943373	0.771043500	19.105921980	17.466745651	20.745098308	0.836314453
"Total"	"Arkansas"	"05"			6905	63181817	10.928777183	10.670999211	11.186555154	0.131519373	11.374414974	11.103173046	11.645656902	0.138388739
	"California"	"06"	"1999"	"1999"	2662	33499204	7.946457474	7.644583544	8.248331404	0.154017311	8.059904305	7.752215708	8.367592903	0.156983979
	"California"	"06"	"2000"	"2000"	1941	33871648	5.730456339	5.475519550	5.985393128	0.130069790	5.835514400	5.574773220	6.096255579	0.133031214
	"California"	"06"	"2001"	"2001"	1226	34479458	3.555740348	3.356700113	3.754780584	0.101551140	3.618577940	3.415137248	3.822018631	0.103796271
	"California"	"06"	"2002"	"2002"	2975	34871843	8.531238226	8.224671754	8.837804697	0.156411465	8.670337870	8.358127297	8.982548443	0.159291109
	"California"	"06"	"2003"	"2003"	3108	35253159	8.816231192	8.506276271	9.126186114	0.158140266	8.928254151	8.613671409	9.242836893	0.160501399
	"California"	"06"	"2004"	"2004"	3125	35574576	8.784363305	8.476369948	9.092356662	0.157139468	8.819075380	8.509199033	9.128951726	0.158100177
	"California"	"06"	"2005"	"2005"	3214	35827943	8.970651762	8.660512226	9.280791298	0.158234457	8.973540872	8.662484476	9.284597269	0.158702243
	"California"	"06"	"2006"	"2006"	3494	36021202	9.699842887	9.378210835	10.021474939	0.164097985	9.603136451	9.283716128	9.922556773	0.162969552
	"California"	"06"	"2007"	"2007"	3854	36250311	10.631632926	10.295972463	10.967293389	0.171255338	10.480681077	10.148426178	10.812935976	0.169517806
	"California"	"06"	"2008"	"2008"	3863	36604337	10.553394260	10.220592297	10.886196224	0.169796920	10.370548779	10.041681707	10.699415852	0.167789323
	"California"	"06"	"2009"	"2009"	4056	36961229	10.973661076	10.635939629	11.311382523	0.172306861	10.736874389	10.404163798	11.069584980	0.169750302
	"California"	"06"	"2010"	"2010"	4057	37253956	10.890118623	10.555009556	11.225227689	0.170974013	10.559833967	10.232228339	10.887439595	0.167145729
	"California"	"06"	"2011"	"2011"	4180	37691912	11.089912340	10.753713629	11.426111051	0.171529954	10.734403090	10.405872118	11.062934063	0.167617843
	"California"	"06"	"2012"	"2012"	4040	38041430	10.620000352	10.292516478	10.947484227	0.167083609	10.292326934	9.971566624	10.613087243	0.163653219
	"California"	"06"	"2013"	"2013"	4452	38332521	11.614159163	11.272992752	11.955325574	0.174064495	11.137936313	10.806929455	11.468943171	0.168881050
	"California"	"06"	"2014"	"2014"	4521	38802500	11.651311127	11.311675205	11.990947049	0.173283634	11.102038576	10.774038732	11.430038419	0.167346859
	"California"	"06"	"2015"	"2015"	4659	39144818	11.901958517	11.560193074	12.243723961	0.174370124	11.321919353	10.991919373	11.651919333	0.168367337
	"California"	"06"	"2016"	"2016"	4654	39250017	11.857319705	11.516653218	12.197986192	0.173809432	11.221793854	10.893945223	11.549642484	0.167269710
	"California"	"06"	"2017"	"2017"	4868	39536653	12.312625452	11.966740669	12.658510234	0.176471828	11.651100357	11.318275643	11.983925071	0.169808528
	"California"	"06"	"2018"	"2018"	5348	39557045	13.519715641	13.157365922	13.882065360	0.184872306	12.830312469	12.480182642	13.180442297	0.178637667
	"California"	"06"	"2019"	"2019"	6198	39512223	15.686285229	15.295758833	16.076811624	0.199248161	14.978429929	14.598853244	15.358006614	0.193661574
	"California"	"06"	"2020 "	"2020"	8908	39368078	22.627469901	22.157573668	23.097366133	0.239742976	21.827625105	21.366369046	22.288881164	0.235334724
"Total"	"California"	"06"			89403	815706063	10.960198049	10.888352738	11.032043359	0.036655771	10.788404931	10.717286664	10.859523198	0.036284830
	"Colorado"	"08"	"1999"	"1999"	349	4226018	8.258365203	7.391927301	9.124803106	0.442060154	7.989513594	7.146741418	8.832285770	0.429985804
	"Colorado"	"08"	"2000"	"2000"	352	4301261	8.183646610	7.328714543	9.038578676	0.436189830	7.883883431	7.056456624	8.711310238	0.422156534
	"Colorado"	"08"	"2001"	"2001"	411	4425687	9.286693795	8.388859301	10.184528288	0.458078823	8.989602466	8.116402765	9.862802166	0.445510051
	"Colorado"	"08"	"2002"	"2002"	448	4490406	9.976826149	9.052959119	10.900693179	0.471360730	9.716878342	8.813120735	10.620635949	0.461100820
	"Colorado"	"08"	"2003"	"2003"	502	4528732	11.084780464	10.115094054	12.054466874	0.494737964	10.749725034	9.805584649	11.693865418	0.481704278
	"Colorado"	"08"	"2004"	"2004"	518	4575013	11.322372199	10.347318310	12.297426088	0.497476474	10.939268165	9.993123610	11.885412721	0.482726814
	"Colorado"	"08"	"2005"	"2005"	608	4631888	13.126396839	12.082999291	14.169794386	0.532345687	12.691290877	11.676688835	13.705892920	0.517654103
	"Colorado"	"08"	"2006"	"2006"	627	4720423	13.282707927	12.243005820	14.322410034	0.530460259	12.823946118	11.814681661	13.833210575	0.514930846
	"Colorado"	"08"	"2007"	"2007"	734	4803868	15.279354054	14.173970406	16.384737702	0.563971249	14.729949889	13.656822947	15.803076832	0.547513746
	"Colorado"	"08"	"2008"	"2008"	749	4889730	15.317819184	14.220805358	16.414833010	0.559700932	14.772497329	13.705634249	15.839360408	0.544317898
	"Colorado"	"08"	"2009"	"2009"	769	4972195	15.466006462	14.372878286	16.559134638	0.557718457	14.969864679	13.901392141	16.038337216	0.545139050
	"Colorado"	"08"	"2010"	"2010"	654	5029196	13.004066654	12.007408133	14.000725175	0.508499245	12.667474549	11.686438797	13.648510300	0.500528445
	"Colorado"	"08"	"2011"	"2011"	843	5116796	16.475153592	15.362982107	17.587325078	0.567434431	16.123107352	15.021744448	17.224470256	0.561919849
	"Colorado"	"08"	"2012"	"2012"	807	5187582	15.556380603	14.483063959	16.629697247	0.547610533	15.008157786	13.959413384	16.056902189	0.535073675
	"Colorado"	"08"	"2013"	"2013"	846	5268367	16.058106810	14.976012204	17.140201416	0.552089085	15.542873739	14.481093989	16.604653489	0.541724362
	"Colorado"	"08"	"2014"	"2014"	899	5355866	16.785334062	15.688082483	17.882585641	0.559822234	16.295267269	15.214195272	17.376339265	0.551567345
	"Colorado"	"08"	"2015"	"2015"	869	5456574	15.925743883	14.866865919	16.984621846	0.540243859	15.368039336	14.330054816	16.406023855	0.529583938
	"Colorado"	"08"	"2016"	"2016"	942	5540545	17.001937535	15.916189540	18.087685530	0.553953059	16.580773147	15.503939098	17.657607195	0.549405127
	"Colorado"	"08"	"2017"	"2017"	1015	5607154	18.101874855	16.988230273	19.215519436	0.568186011	17.565198892	16.466058788	18.664338997	0.560785768
	"Colorado"	"08"	"2018"	"2018"	995	5695564	17.469736096	16.384233478	18.555238715	0.553827867	16.792564221	15.730490771	17.854637671	0.541874209
	"Colorado"	"08"	"2019"	"2019"	1079	5758736	18.736750565	17.618756175	19.854744954	0.570405301	17.998752789	16.905938036	19.091567542	0.557558548
	"Colorado"	"08"	"2020 "	"2020"	1492	5807719	25.689948154	24.386376561	26.993519746	0.665087547	24.887143946	23.603982222	26.170305670	0.654674349
"Total"	"Colorado"	"08"			16508	110389320	14.954345221	14.726218455	15.182471987	0.116391207	14.545782315	14.322375010	14.769189621	0.113983319
	"Connecticut"	"09"	"1999"	"1999"	310	3386401	9.154261412	8.135204276	10.173318548	0.519927110	8.984477721	7.982140453	9.986814989	0.511396565
	"Connecticut"	"09"	"2000"	"2000"	320	3405565	9.396385034	8.366848206	10.425921863	0.525273892	9.223199289	8.210953011	10.235445567	0.516452183
	"Connecticut"	"09"	"2001"	"2001"	307	3432835	8.943045617	7.942648734	9.943442499	0.510406573	8.786938394	7.801777641	9.772099147	0.502633037
	"Connecticut"	"09"	"2002"	"2002"	354	3458749	10.234914416	9.168714471	11.301114361	0.543979564	10.271329409	9.198384514	11.344274304	0.547420865
	"Connecticut"	"09"	"2003"	"2003"	307	3484336	8.810860950	7.825250656	9.796471245	0.502862395	8.758950984	7.775641099	9.742260869	0.501688717
	"Connecticut"	"09"	"2004"	"2004"	333	3496094	9.524915520	8.501869696	10.547961344	0.521962155	9.613271489	8.576092636	10.650450342	0.529172884
	"Connecticut"	"09"	"2005"	"2005"	295	3506956	8.411853471	7.451929664	9.371777277	0.489757044	8.456339428	7.485115861	9.427562995	0.495522228
	"Connecticut"	"09"	"2006"	"2006"	407	3517460	11.570849420	10.446699824	12.694999015	0.573545712	11.510703506	10.382519156	12.638887855	0.575604260
	"Connecticut"	"09"	"2007"	"2007"	433	3527270	12.275782687	11.119507211	13.432058164	0.589936468	12.234846467	11.070447714	13.399245219	0.594080996
	"Connecticut"	"09"	"2008"	"2008"	386	3545579	10.886797333	9.800715480	11.972879186	0.554123394	10.743405011	9.657710983	11.829099039	0.553925524
	"Connecticut"	"09"	"2009"	"2009"	393	3561807	11.033725297	9.942832778	12.124617816	0.556577816	10.983447669	9.881203550	12.085691787	0.562369448
	"Connecticut"	"09"	"2010"	"2010"	363	3574097	10.156411536	9.111587755	11.201235317	0.533073358	10.060109698	9.007573625	11.112645770	0.537008200
	"Connecticut"	"09"	"2011"	"2011"	402	3580709	11.226826866	10.129338134	12.324315598	0.559943231	11.237514277	10.118410687	12.356617866	0.570971219
	"Connecticut"	"09"	"2012"	"2012"	439	3590347	12.227230404	11.083425624	13.371035184	0.583573867	12.050808378	10.898475731	13.203141025	0.587924820
	"Connecticut"	"09"	"2013"	"2013"	582	3596080	16.184289560	14.869403203	17.499175916	0.670860386	15.994482529	14.664255140	17.324709918	0.678687443
	"Connecticut"	"09"	"2014"	"2014"	623	3596677	17.321544303	15.961357187	18.681731420	0.693973019	17.641044973	16.222651563	19.059438382	0.723670107
	"Connecticut"	"09"	"2015"	"2015"	800	3590886	22.278624273	20.734794375	23.822454170	0.787668315	22.065629225	20.491427773	23.639830677	0.803164006
	"Connecticut"	"09"	"2016"	"2016"	971	3576452	27.149812160	25.442105447	28.857518873	0.871278935	27.391374272	25.616160662	29.166587881	0.905721230
	"Connecticut"	"09"	"2017"	"2017"	1072	3588184	29.875836914	28.087378860	31.664294967	0.912478599	30.947062677	29.040498679	32.853626676	0.972736734
	"Connecticut"	"09"	"2018"	"2018"	1069	3572665	29.921641128	28.127929479	31.715352777	0.915159004	30.658360814	28.764469477	32.552252150	0.966271090
	"Connecticut"	"09"	"2019"	"2019"	1214	3565287	34.050554696	32.135104258	35.966005134	0.977270632	34.659813411	32.644961904	36.674664917	1.027985462
	"Connecticut"	"09"	"2020 "	"2020"	1371	3557006	38.543651599	36.503369586	40.583933613	1.040960211	39.116626013	36.978608463	41.254643563	1.090825281
"Total"	"Connecticut"	"09"			12751	77711442	16.408137170	16.123335044	16.692939296	0.145307207	16.410422330	16.122155840	16.698688820	0.147074740
	"Delaware"	"10"	"1999"	"1999"	50	774990	6.451696151	4.788577917	8.505787171	0.912407620	6.436409375	4.777231766	8.485633392	0.910734960
	"Delaware"	"10"	"2000"	"2000"	55	783600	7.018887187	5.287608474	9.136064319	0.946426555	7.000442292	5.273713197	9.112055706	0.944134593
	"Delaware"	"10"	"2001"	"2001"	64	795699	8.043242482	6.194261900	10.271059785	1.005405310	8.034435772	6.187479677	10.259813792	1.004546153
	"Delaware"	"10"	"2002"	"2002"	84	806169	10.419651463	8.311130793	12.900257886	1.136877180	10.453563336	8.338180259	12.942243159	1.141538655
	"Delaware"	"10"	"2003"	"2003"	77	818003	9.413168411	7.428684247	11.764860276	1.072730098	9.415286706	7.430355963	11.767507784	1.074901904
	"Delaware"	"10"	"2004"	"2004"	63	830803	7.583025097	5.827023976	9.701949800	0.955371362	7.645916524	5.875351635	9.782414979	0.965017307
	"Delaware"	"10"	"2005"	"2005"	62	845150	7.335975862	5.624419334	9.404354257	0.931669866	7.545100731	5.784753279	9.672441882	0.960696918
	"Delaware"	"10"	"2006"	"2006"	78	859268	9.077493867	7.175395802	11.329166221	1.027823783	9.359187608	7.386083676	11.697393448	1.064043147
	"Delaware"	"10"	"2007"	"2007"	97	871749	11.127056068	9.023263577	13.574118238	1.129781371	11.409398729	9.230888135	13.947419476	1.167558762
	"Delaware"	"10"	"2008"	"2008"	124	883874	14.029148951	11.559833607	16.498464295	1.259854767	14.285775786	11.751221041	16.820330530	1.293140176
	"Delaware"	"10"	"2009"	"2009"	136	891730	15.251253182	12.687996206	17.814510157	1.307784171	15.367516180	12.753800419	17.981231940	1.333528449
	"Delaware"	"10"	"2010"	"2010"	145	897934	16.148180156	13.519754751	18.776605561	1.341033370	16.643260880	13.897614502	19.388907258	1.400839989
	"Delaware"	"10"	"2011"	"2011"	160	907135	17.637948045	14.904919681	20.370976410	1.394402227	17.633597902	14.862379630	20.404816174	1.413886874
	"Delaware"	"10"	"2012"	"2012"	141	917092	15.374684328	12.836911620	17.912457037	1.294781994	15.207664492	12.644982907	17.770346078	1.307490605
	"Delaware"	"10"	"2013"	"2013"	166	925749	17.931426337	15.203599085	20.659253589	1.391748598	18.729297982	15.820335990	21.638259974	1.484164282
	"Delaware"	"10"	"2014"	"2014"	189	935614	20.200638297	17.320653059	23.080623536	1.469380224	20.942802491	17.885929090	23.999675893	1.559629287
	"Delaware"	"10"	"2015"	"2015"	198	945934	20.931692909	18.016093653	23.847292165	1.487550641	21.974697348	18.848423340	25.100971356	1.595037759
	"Delaware"	"10"	"2016"	"2016"	282	952065	29.619826377	26.162709792	33.076942963	1.763834993	30.781928821	27.099071667	34.464785975	1.879008752
	"Delaware"	"10"	"2017"	"2017"	338	961939	35.137363180	31.391370807	38.883355553	1.911220598	37.015864712	32.955114737	41.076614685	2.071811211
	"Delaware"	"10"	"2018"	"2018"	401	967171	41.461127350	37.403006354	45.519248345	2.070469896	43.838969917	39.405090284	48.272849550	2.262183486
	"Delaware"	"10"	"2019"	"2019"	435	973764	44.672014985	40.473970995	48.870058976	2.141859179	48.017388965	43.385169681	52.649608250	2.363377186
