state,st_fips,year,n_deaths,pop,crude_rate,crude_lower,crude_upper,crude_se
Alabama,01,1999,169,4430141,3.814777001,3.239626007,4.389927996,0.293444385
Alabama,01,2000,197,4447100,4.429853163,3.811249782,5.048456543,0.31561397
Alabama,01,2001,216,4467634,4.834773842,4.190003045,5.47954464,0.328964693
Alabama,01,2002,211,4480089,4.709727865,4.074235031,5.345220698,0.324231037
Alabama,01,2003,197,4503491,4.374384228,3.763526763,4.985241692,0.311661972
Alabama,01,2004,283,4530729,6.246235429,5.518487124,6.973983735,0.371300156
Alabama,01,2005,283,4569805,6.19282442,5.471299026,6.914349814,0.368125201
Alabama,01,2006,398,4628981,8.598004615,7.753285719,9.442723511,0.430979029
Alabama,01,2007,511,4672840,10.935533851,9.98736516,11.883702542,0.483759536
Alabama,01,2008,607,4718206,12.865059304,11.841593072,13.888525537,0.522176649
Alabama,01,2009,630,4757938,13.241030043,12.207060925,14.274999161,0.527535264
Alabama,01,2010,547,4779736,11.444146706,10.485086603,12.403206809,0.489316379
Alabama,01,2011,552,4802740,11.493439162,10.534620377,12.452257946,0.489193257
Alabama,01,2012,562,4822023,11.654859382,10.691263464,12.6184553,0.49163057
Alabama,01,2013,598,4833722,12.37141896,11.379845272,13.362992648,0.505904943
Alabama,01,2014,723,4849377,14.909131627,13.822357547,15.995905706,0.554476571
Alabama,01,2015,736,4858979,15.147215084,14.052880923,16.241549245,0.558333756
Alabama,01,2016,756,4863300,15.545000308,14.436882566,16.653118051,0.565366195
Alabama,01,2017,835,4874747,17.129094084,15.967251666,18.290936503,0.592776744
Alabama,01,2018,775,4887871,15.85557393,14.739257833,16.971890026,0.569549029
Alabama,01,2019,768,4903185,15.66328825,14.555495799,16.771080702,0.565200231
Alaska,02,1999,46,624779,7.362603417,5.390382839,9.820682193,1.08555665
Alaska,02,2000,48,626932,7.656332744,5.645167259,10.151148769,1.105096443
Alaska,02,2001,62,633714,9.78359323,7.500983093,12.542077341,1.242517583
Alaska,02,2002,84,642337,13.077247613,10.430935786,16.190547952,1.426844692
Alaska,02,2003,83,648414,12.800463901,10.195441493,15.868095075,1.405033448
Alaska,02,2004,86,659286,13.044414715,10.433835998,16.109721729,1.406615414
Alaska,02,2005,79,666946,11.84503693,9.377834187,14.762469525,1.332670774
Alaska,02,2006,76,675302,11.254224036,8.867090576,14.086349515,1.290948033
Alaska,02,2007,72,680300,10.583566074,8.281005439,13.328202264,1.247285223
Alaska,02,2008,127,687455,18.473936476,15.26091479,21.686958162,1.639296779
Alaska,02,2009,131,698895,18.743874259,15.534060859,21.953687658,1.637659898
Alaska,02,2010,83,710231,11.68633867,9.308051887,14.486969732,1.282742316
Alaska,02,2011,107,722718,14.8052214,11.99992284,17.61051996,1.431274776
Alaska,02,2012,129,731449,17.636226176,14.592771237,20.679681114,1.552783132
Alaska,02,2013,105,735132,14.283149149,11.551119595,17.015178703,1.39389263
Alaska,02,2014,124,736732,16.831086474,13.868593152,19.793579796,1.511476185
Alaska,02,2015,122,738432,16.521494193,13.58975402,19.453234366,1.495785802
Alaska,02,2016,128,741894,17.253138589,14.264184822,20.242092355,1.524976412
Alaska,02,2017,147,739795,19.870369494,16.658163805,23.082575184,1.638880454
Alaska,02,2018,110,737438,14.916508235,12.128931053,17.704085418,1.422233256
Alaska,02,2019,132,731545,18.044002761,14.965766211,21.122239312,1.570528852
Arizona,04,1999,511,5023823,10.171536696,9.289610604,11.053462788,0.449962292
Arizona,04,2000,522,5130632,10.174185169,9.301373674,11.046996664,0.445311987
Arizona,04,2001,552,5273477,10.46747715,9.594247338,11.340706962,0.445525414
Arizona,04,2002,624,5396255,11.563575109,10.656264681,12.470885537,0.462913483
Arizona,04,2003,674,5510364,12.231496867,11.308063142,13.154930592,0.471139656
Arizona,04,2004,744,5652404,13.162541106,12.216719253,14.108362959,0.48256217
Arizona,04,2005,794,5839077,13.598039553,12.652189875,14.543889231,0.482576366
Arizona,04,2006,876,6029141,14.529432966,13.567261033,15.491604898,0.490904047
Arizona,04,2007,943,6167681,15.289376996,14.313511384,16.265242608,0.497890618
Arizona,04,2008,828,6280362,13.183953409,12.285932264,14.081974554,0.458174053
Arizona,04,2009,1002,6343154,15.79655799,14.818454797,16.774661183,0.499032241
Arizona,04,2010,1098,6392017,17.177676467,16.161616548,18.193736387,0.518397918
Arizona,04,2011,1071,6482505,16.521391036,15.531908927,17.510873146,0.504837811
Arizona,04,2012,1134,6553255,17.304377748,16.297201371,18.311554125,0.513865499
Arizona,04,2013,1222,6626624,18.440762597,17.406813054,19.474712139,0.527525277
Arizona,04,2014,1211,6731484,17.990089555,16.976837893,19.003341218,0.516965134
Arizona,04,2015,1274,6828065,18.658287524,17.633713977,19.68286107,0.522741605
Arizona,04,2016,1382,6931071,19.93919843,18.887939385,20.990457474,0.536356655
Arizona,04,2017,1532,7016270,21.834963592,20.741563362,22.928363822,0.55785726
Arizona,04,2018,1670,7171646,23.286146583,22.169295004,24.402998163,0.569822234
Arizona,04,2019,1907,7278717,26.199672277,25.023755508,27.375589047,0.599957535
Arkansas,05,1999,113,2651860,4.261160091,3.475481896,5.046838287,0.400856222
Arkansas,05,2000,140,2673400,5.236777138,4.36930378,6.104250496,0.442588448
Arkansas,05,2001,126,2691571,4.681280932,3.863879294,5.49868257,0.417041652
Arkansas,05,2002,176,2705927,6.504240506,5.543300379,7.465180633,0.490275575
Arkansas,05,2003,184,2724816,6.752749544,5.777023713,7.728475374,0.497819301
Arkansas,05,2004,230,2749686,8.364591448,7.283563587,9.445619309,0.551544827
Arkansas,05,2005,269,2781097,9.672442205,8.516553354,10.828331056,0.58973921
Arkansas,05,2006,285,2821761,10.100075804,8.927453164,11.272698443,0.598276857
Arkansas,05,2007,301,2848650,10.56640865,9.372694817,11.760122482,0.60903767
Arkansas,05,2008,360,2874554,12.523681935,11.229972188,13.817391682,0.660055993
Arkansas,05,2009,351,2896843,12.116638699,10.849031576,13.384245823,0.646738328
Arkansas,05,2010,350,2915918,12.003081019,10.74556135,13.260600689,0.641591668
Arkansas,05,2011,355,2937979,12.08313606,10.826175762,13.340096359,0.641306275
Arkansas,05,2012,373,2949131,12.647793537,11.364232802,13.931354271,0.654877926
Arkansas,05,2013,319,2959373,10.779310347,9.59640034,11.962220354,0.603525514
Arkansas,05,2014,356,2966369,12.001204166,10.75452157,13.247886761,0.636062549
Arkansas,05,2015,392,2978204,13.162295128,11.859294388,14.465295868,0.664796296
Arkansas,05,2016,401,2988248,13.41923428,12.105790101,14.73267846,0.670124581
Arkansas,05,2017,446,3004279,14.845492047,13.467701379,16.223282714,0.702954422
Arkansas,05,2018,444,3013825,14.732109529,13.361765772,16.102453285,0.699154978
Arkansas,05,2019,388,3017804,12.857031139,11.577706087,14.136356191,0.652716863
California,06,1999,2662,33499204,7.946457474,7.644583544,8.248331404,0.154017311
California,06,2000,1941,33871648,5.730456339,5.47551955,5.985393128,0.13006979
California,06,2001,1226,34479458,3.555740348,3.356700113,3.754780584,0.10155114
California,06,2002,2975,34871843,8.531238226,8.224671754,8.837804697,0.156411465
California,06,2003,3108,35253159,8.816231192,8.506276271,9.126186114,0.158140266
California,06,2004,3125,35574576,8.784363305,8.476369948,9.092356662,0.157139468
California,06,2005,3214,35827943,8.970651762,8.660512226,9.280791298,0.158234457
California,06,2006,3494,36021202,9.699842887,9.378210835,10.021474939,0.164097985
California,06,2007,3854,36250311,10.631632926,10.295972463,10.967293389,0.171255338
California,06,2008,3863,36604337,10.55339426,10.220592297,10.886196224,0.16979692
California,06,2009,4056,36961229,10.973661076,10.635939629,11.311382523,0.172306861
California,06,2010,4057,37253956,10.890118623,10.555009556,11.225227689,0.170974013
California,06,2011,4180,37691912,11.08991234,10.753713629,11.426111051,0.171529954
California,06,2012,4040,38041430,10.620000352,10.292516478,10.947484227,0.167083609
California,06,2013,4452,38332521,11.614159163,11.272992752,11.955325574,0.174064495
California,06,2014,4521,38802500,11.651311127,11.311675205,11.990947049,0.173283634
California,06,2015,4659,39144818,11.901958517,11.560193074,12.243723961,0.174370124
California,06,2016,4654,39250017,11.857319705,11.516653218,12.197986192,0.173809432
California,06,2017,4868,39536653,12.312625452,11.966740669,12.658510234,0.176471828
California,06,2018,5348,39557045,13.519715641,13.157365922,13.88206536,0.184872306
California,06,2019,6198,39512223,15.686285229,15.295758833,16.076811624,0.199248161
Colorado,08,1999,349,4226018,8.258365203,7.391927301,9.124803106,0.442060154
Colorado,08,2000,352,4301261,8.18364661,7.328714543,9.038578676,0.43618983
Colorado,08,2001,411,4425687,9.286693795,8.388859301,10.184528288,0.458078823
Colorado,08,2002,448,4490406,9.976826149,9.052959119,10.900693179,0.47136073
Colorado,08,2003,502,4528732,11.084780464,10.115094054,12.054466874,0.494737964
Colorado,08,2004,518,4575013,11.322372199,10.34731831,12.297426088,0.497476474
Colorado,08,2005,608,4631888,13.126396839,12.082999291,14.169794386,0.532345687
Colorado,08,2006,627,4720423,13.282707927,12.24300582,14.322410034,0.530460259
Colorado,08,2007,734,4803868,15.279354054,14.173970406,16.384737702,0.563971249
Colorado,08,2008,749,4889730,15.317819184,14.220805358,16.41483301,0.559700932
Colorado,08,2009,769,4972195,15.466006462,14.372878286,16.559134638,0.557718457
Colorado,08,2010,654,5029196,13.004066654,12.007408133,14.000725175,0.508499245
Colorado,08,2011,843,5116796,16.475153592,15.362982107,17.587325078,0.567434431
Colorado,08,2012,807,5187582,15.556380603,14.483063959,16.629697247,0.547610533
Colorado,08,2013,846,5268367,16.05810681,14.976012204,17.140201416,0.552089085
Colorado,08,2014,899,5355866,16.785334062,15.688082483,17.882585641,0.559822234
Colorado,08,2015,869,5456574,15.925743883,14.866865919,16.984621846,0.540243859
Colorado,08,2016,942,5540545,17.001937535,15.91618954,18.08768553,0.553953059
Colorado,08,2017,1015,5607154,18.101874855,16.988230273,19.215519436,0.568186011
Colorado,08,2018,995,5695564,17.469736096,16.384233478,18.555238715,0.553827867
Colorado,08,2019,1079,5758736,18.736750565,17.618756175,19.854744954,0.570405301
Connecticut,09,1999,310,3386401,9.154261412,8.135204276,10.173318548,0.51992711
Connecticut,09,2000,320,3405565,9.396385034,8.366848206,10.425921863,0.525273892
